	Sentence	Relation_gold	Head_gold
75	El pueblo es sólo espectador del problema, y sus representantes parlamentarios no pueden remover al presidente respondiendo a la voluntad popular. 	['det', 'nsubj', 'ROOT', 'advmod', 'attr', 'adpmod', 'adpobj', 'punct', 'cc', 'det', 'nsubj', 'amod', 'advmod', 'aux', 'conj', 'adp', 'obj', 'partmod', 'adpmod', 'det', 'adpobj', 'amod', 'punct']	['pueblo', 'es', '.', 'es', 'es', 'espectador', 'del', 'es', 'es', 'representantes', 'remover', 'representantes', 'remover', 'remover', 'es', 'presidente', 'remover', 'remover', 'respondiendo', 'voluntad', 'a', 'voluntad', 'es']
76	"Estoy leyendo"" Sobre la guerra"", de Clausewitz. "	['aux', 'ROOT', 'punct', 'obj', 'det', 'adpobj', 'punct', 'punct', 'adpmod', 'adpobj', 'punct']	['leyendo', '.', 'Sobre', 'leyendo', 'guerra', 'Sobre', 'Sobre', 'de', 'Sobre', 'de', 'leyendo']
77	Con todo, no sorprende el fulgurante éxito de la consola en su primer día en el mercado: hay que recordar que el primer lote que se podía reservar on- line también voló hace un mes. 	['adpmod', 'adpobj', 'punct', 'advmod', 'ROOT', 'det', 'amod', 'nsubj', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'num', 'adpobj', 'adpmod', 'det', 'adpobj', 'punct', 'aux', 'mwe', 'parataxis', 'mark', 'det', 'num', 'nsubj', 'nsubj', 'prt', 'aux', 'rcmod', 'adpmod', 'punct', 'adpobj', 'advmod', 'ccomp', 'advcl', 'num', 'nmod', 'punct']	['sorprende', 'Con', 'Con', 'sorprende', '.', 'éxito', 'éxito', 'sorprende', 'éxito', 'consola', 'de', 'éxito', 'día', 'día', 'en', 'día', 'mercado', 'en', 'sorprende', 'recordar', 'hay', 'sorprende', 'voló', 'lote', 'lote', 'voló', 'reservar', 'reservar', 'reservar', 'lote', 'reservar', 'on', 'on', 'voló', 'recordar', 'voló', 'mes', 'hace', 'sorprende']
78	"Estos son los lugares donde poder encontrar material de"" Sare Antifaxista"". "	['nsubj', 'ROOT', 'det', 'attr', 'rel', 'aux', 'rcmod', 'obj', 'adpmod', 'punct', 'adpobj', 'amod', 'punct', 'punct']	['son', '.', 'lugares', 'son', 'encontrar', 'encontrar', 'lugares', 'encontrar', 'material', 'Sare', 'de', 'Sare', 'Sare', 'son']
79	Aprovechando que el día de los enamorados coincide en domingo, la firma ha preparado tarifas especiales para todo el fin de semana en una selección de ciudades nacionales e internacionales. 	['partmod', 'mark', 'det', 'nsubj', 'adpmod', 'det', 'adpobj', 'ccomp', 'adpmod', 'adpobj', 'punct', 'det', 'nsubj', 'aux', 'ROOT', 'obj', 'amod', 'adpmod', 'det', 'det', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'amod', 'cc', 'conj', 'punct']	['preparado', 'coincide', 'día', 'coincide', 'día', 'enamorados', 'de', 'Aprovechando', 'coincide', 'en', 'Aprovechando', 'firma', 'preparado', 'preparado', '.', 'preparado', 'tarifas', 'tarifas', 'fin', 'fin', 'para', 'fin', 'de', 'preparado', 'selección', 'en', 'selección', 'de', 'ciudades', 'ciudades', 'ciudades', 'preparado']
80	La dictadura de la verdad cae, emergiendo el campo del descubrir. 	['det', 'nsubj', 'adpmod', 'det', 'adpobj', 'ROOT', 'punct', 'partmod', 'det', 'nsubj', 'adpmod', 'adpobj', 'punct']	['dictadura', 'cae', 'dictadura', 'verdad', 'de', '.', 'emergiendo', 'cae', 'campo', 'emergiendo', 'campo', 'del', 'cae']
81	El ministro Corbacho y diputados de los distintos grupos políticos, acompañados de los representantes de los trabajadores autónomos, celebraron el acuerdo ayer posando para una foto a las puertas del Congreso de los Diputados( en la imagen). 	['det', 'nsubj', 'appos', 'cc', 'conj', 'adpmod', 'det', 'amod', 'adpobj', 'amod', 'punct', 'partmod', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'adpobj', 'amod', 'punct', 'ROOT', 'det', 'obj', 'advmod', 'partmod', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'punct', 'adpmod', 'det', 'adpobj', 'punct', 'punct']	['ministro', 'celebraron', 'ministro', 'ministro', 'ministro', 'diputados', 'grupos', 'grupos', 'de', 'grupos', 'acompañados', 'ministro', 'acompañados', 'representantes', 'de', 'representantes', 'trabajadores', 'de', 'trabajadores', 'acompañados', '.', 'acuerdo', 'celebraron', 'celebraron', 'celebraron', 'posando', 'foto', 'para', 'foto', 'puertas', 'a', 'puertas', 'del', 'Congreso', 'Diputados', 'de', 'en', 'foto', 'imagen', 'en', 'en', 'celebraron']
82	""" Por favor pongan fin a la guerra de la OTAN en Libia. "	['punct', 'adpmod', 'adpobj', 'ROOT', 'obj', 'adp', 'det', 'obj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'punct']	['pongan', 'pongan', 'Por', '.', 'pongan', 'guerra', 'guerra', 'pongan', 'guerra', 'OTAN', 'de', 'guerra', 'en', 'pongan']
83	Los tres tendrán poder, podrán realizar fichajes y uno de ellos hará las alineaciones. 	['det', 'nsubj', 'ROOT', 'obj', 'punct', 'aux', 'conj', 'obj', 'cc', 'nsubj', 'adpmod', 'adpobj', 'conj', 'det', 'obj', 'punct']	['tres', 'tendrán', '.', 'tendrán', 'tendrán', 'realizar', 'tendrán', 'realizar', 'tendrán', 'hará', 'uno', 'de', 'tendrán', 'alineaciones', 'hará', 'tendrán']
84	Ahora ya nuestra deuda sobrepasa los setenta mil millones de dólares, después de haber recibido en 11 años más de un mil millones de dólares que nadie puede decir dónde están, porque no hay una sola obra que indique el desembolso grande de nuestras finanzas. 	['advmod', 'advmod', 'det', 'nsubj', 'ROOT', 'det', 'num', 'num', 'num', 'adp', 'obj', 'punct', 'adpmod', 'mwe', 'aux', 'acl', 'adpmod', 'num', 'adpobj', 'advmod', 'mwe', 'num', 'num', 'num', 'adp', 'obj', 'nsubj', 'nsubj', 'aux', 'rcmod', 'advmod', 'ccomp', 'punct', 'mark', 'advmod', 'advcl', 'det', 'amod', 'obj', 'nsubj', 'rcmod', 'det', 'obj', 'amod', 'adpmod', 'det', 'adpobj', 'punct']	['sobrepasa', 'sobrepasa', 'deuda', 'sobrepasa', '.', 'millones', 'mil', 'millones', 'dólares', 'millones', 'sobrepasa', 'sobrepasa', 'sobrepasa', 'después', 'recibido', 'después', 'recibido', 'años', 'en', 'millones', 'más', 'mil', 'millones', 'dólares', 'millones', 'recibido', 'están', 'decir', 'decir', 'dólares', 'están', 'decir', 'sobrepasa', 'hay', 'hay', 'decir', 'obra', 'obra', 'hay', 'indique', 'obra', 'desembolso', 'indique', 'desembolso', 'desembolso', 'finanzas', 'de', 'sobrepasa']
85	Los responsables del área de atención al cliente del Aeropuerto de Madrid- Barajas, Hub de Iberia, dispondrán, en tiempo real, de la información precisa y necesaria para la toma de decisiones y la comunicación correcta con el pasajero. 	['det', 'nsubj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'punct', 'compmod', 'punct', 'appos', 'adpmod', 'adpobj', 'punct', 'ROOT', 'punct', 'adpmod', 'adpobj', 'amod', 'punct', 'adpmod', 'det', 'adpobj', 'amod', 'cc', 'conj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'cc', 'det', 'conj', 'amod', 'adpmod', 'det', 'adpobj', 'punct']	['responsables', 'dispondrán', 'responsables', 'del', 'área', 'de', 'atención', 'al', 'área', 'del', 'Aeropuerto', 'de', 'Madrid', 'Madrid', 'Hub', 'Aeropuerto', 'Hub', 'de', 'Hub', '.', 'en', 'dispondrán', 'en', 'tiempo', 'en', 'dispondrán', 'información', 'de', 'información', 'precisa', 'precisa', 'precisa', 'toma', 'para', 'toma', 'de', 'toma', 'comunicación', 'toma', 'comunicación', 'comunicación', 'pasajero', 'con', 'dispondrán']
86	El centrocampista dara seguramente la alternativa a Gerard. 	['det', 'nsubj', 'ROOT', 'advmod', 'det', 'obj', 'adp', 'obj', 'punct']	['centrocampista', 'dara', '.', 'dara', 'alternativa', 'dara', 'Gerard', 'dara', 'dara']
87	Los egipcios son gentes agradable y amistosa que harán cualquier cosa por complacerle, pero tenga paciencia: las cosas pueden no salir como usted quiere. 	['det', 'nsubj', 'ROOT', 'attr', 'amod', 'cc', 'conj', 'nsubj', 'rcmod', 'det', 'obj', 'adpmod', 'acl', 'punct', 'cc', 'conj', 'obj', 'punct', 'det', 'nsubj', 'aux', 'advmod', 'parataxis', 'mark', 'nsubj', 'advcl', 'punct']	['egipcios', 'son', '.', 'son', 'gentes', 'agradable', 'agradable', 'harán', 'gentes', 'cosa', 'harán', 'harán', 'por', 'son', 'son', 'son', 'tenga', 'tenga', 'cosas', 'salir', 'salir', 'salir', 'tenga', 'quiere', 'quiere', 'salir', 'son']
88	""" Si al vehículo le falta un componente que impida su funcionamiento, es rechazado"", aclara el instructor, pero asegura que a los casos que tengan arreglo se les da una nueva oportunidad de aplicar al proceso una vez sean reparados. "	['punct', 'mark', 'adp', 'obj', 'obj', 'advcl', 'det', 'nsubj', 'nsubj', 'rcmod', 'det', 'obj', 'punct', 'auxpass', 'ccomp', 'punct', 'punct', 'ROOT', 'det', 'nsubj', 'punct', 'cc', 'conj', 'mark', 'adp', 'det', 'obj', 'nsubj', 'rcmod', 'obj', 'prt', 'obj', 'ccomp', 'det', 'amod', 'obj', 'adpmod', 'acl', 'adpmod', 'adpobj', 'det', 'mark', 'auxpass', 'advcl', 'punct']	['rechazado', 'falta', 'vehículo', 'falta', 'falta', 'rechazado', 'componente', 'falta', 'impida', 'componente', 'funcionamiento', 'impida', 'falta', 'rechazado', 'aclara', 'rechazado', 'aclara', '.', 'instructor', 'aclara', 'aclara', 'aclara', 'aclara', 'da', 'casos', 'casos', 'da', 'tengan', 'casos', 'tengan', 'da', 'da', 'asegura', 'oportunidad', 'oportunidad', 'da', 'oportunidad', 'de', 'aplicar', 'al', 'vez', 'reparados', 'reparados', 'aplicar', 'aclara']
89	Pero la propuesta del gobierno libio, de la Unión Africana y del bloque de países del ALBA todo el tiempo fue rechazada por los renegados libios. 	['cc', 'det', 'nsubjpass', 'adpmod', 'adpobj', 'amod', 'punct', 'conj', 'det', 'adpobj', 'amod', 'cc', 'conj', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'det', 'det', 'nmod', 'auxpass', 'ROOT', 'adp', 'det', 'adpmod', 'amod', 'punct']	['rechazada', 'propuesta', 'rechazada', 'propuesta', 'del', 'gobierno', 'del', 'del', 'Unión', 'de', 'Unión', 'del', 'del', 'del', 'bloque', 'de', 'países', 'del', 'tiempo', 'tiempo', 'rechazada', 'rechazada', '.', 'renegados', 'renegados', 'rechazada', 'renegados', 'rechazada']
90	Todavía millones de niños carecen de algo tan fundamental como un hogar, vacunas, educación e incluso alimentos. 	['advmod', 'num', 'adp', 'nsubj', 'ROOT', 'adpmod', 'adpobj', 'advmod', 'amod', 'adpmod', 'det', 'adpobj', 'punct', 'conj', 'punct', 'conj', 'cc', 'advmod', 'conj', 'punct']	['carecen', 'niños', 'millones', 'carecen', '.', 'carecen', 'de', 'fundamental', 'algo', 'tan', 'hogar', 'como', 'hogar', 'hogar', 'hogar', 'hogar', 'hogar', 'alimentos', 'hogar', 'carecen']
91	Tu opinión es importante para Sare Antifaxista. 	['det', 'nsubj', 'ROOT', 'acomp', 'adpmod', 'adpobj', 'amod', 'punct']	['opinión', 'es', '.', 'es', 'importante', 'para', 'Sare', 'es']
92	Mientras se critica con vehemencia los métodos utilizados en la sangrienta guerra que dividió a los argentinos en la década del 70, simpatizantes de montoneros y efectivos de inteligencia del Ejército Argentino vuelven a operar desde las sombras, en el anonimato, sin hacerse responsables de las acciones desarrolladas. 	['mark', 'prt', 'advcl', 'adpmod', 'adpobj', 'det', 'obj', 'partmod', 'adpmod', 'det', 'amod', 'adpobj', 'nsubj', 'rcmod', 'adp', 'det', 'obj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'punct', 'nsubj', 'adpmod', 'adpobj', 'cc', 'conj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'amod', 'aux', 'mwe', 'ROOT', 'adpmod', 'det', 'adpobj', 'punct', 'conj', 'det', 'adpobj', 'punct', 'conj', 'acl', 'acomp', 'adpmod', 'det', 'adpobj', 'partmod', 'punct']	['critica', 'critica', 'operar', 'critica', 'con', 'métodos', 'critica', 'métodos', 'utilizados', 'guerra', 'guerra', 'en', 'dividió', 'guerra', 'argentinos', 'argentinos', 'dividió', 'dividió', 'década', 'en', 'década', 'del', 'critica', 'operar', 'simpatizantes', 'de', 'simpatizantes', 'simpatizantes', 'efectivos', 'de', 'efectivos', 'del', 'Ejército', 'operar', 'vuelven', '.', 'operar', 'sombras', 'desde', 'desde', 'desde', 'anonimato', 'en', 'desde', 'desde', 'sin', 'hacerse', 'responsables', 'acciones', 'de', 'acciones', 'operar']
93	¿ A quién responde en realidad: a los intereses de Argentina oa los mandatos del Norte? 	['punct', 'adpmod', 'adpobj', 'ROOT', 'adpmod', 'adpobj', 'punct', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'cc', 'det', 'conj', 'adpmod', 'adpobj', 'punct']	['responde', 'responde', 'A', '?', 'responde', 'en', 'responde', 'responde', 'intereses', 'a', 'intereses', 'de', 'a', 'mandatos', 'a', 'mandatos', 'del', 'responde']
94	al contrario de lo que ocurre con los hombres, la inteligencia no funciona como repelente para las mujeres. 	['adpmod', 'adpobj', 'adpmod', 'adpobj', 'nsubj', 'rcmod', 'adpmod', 'det', 'adpobj', 'punct', 'det', 'nsubj', 'advmod', 'ROOT', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'punct']	['funciona', 'al', 'contrario', 'de', 'ocurre', 'lo', 'ocurre', 'hombres', 'con', 'al', 'inteligencia', 'funciona', 'funciona', '.', 'funciona', 'como', 'funciona', 'mujeres', 'para', 'funciona']
95	Ashley Cole no descarta jugar en la Liga BBVA y los dos equipos que pueden ejecutar su fichaje son el Real Madrid o bien el FC Barcelona que son los mejores situados económicamente y es que quiere estar 3 años fuera de la Premier League y en concreto de Londres donde sufre acoso por la prensa diariamente el y su mujer. 	['compmod', 'nsubj', 'advmod', 'ROOT', 'xcomp', 'adpmod', 'det', 'adpobj', 'compmod', 'cc', 'det', 'num', 'attr', 'nsubj', 'aux', 'rcmod', 'det', 'obj', 'conj', 'det', 'amod', 'nsubj', 'cc', 'mwe', 'det', 'conj', 'compmod', 'nsubj', 'rcmod', 'attr', 'advmod', 'partmod', 'advmod', 'cc', 'conj', 'mark', 'csubj', 'xcomp', 'num', 'nmod', 'adpmod', 'mwe', 'det', 'amod', 'adpobj', 'cc', 'mwe', 'advmod', 'conj', 'adpobj', 'rel', 'rcmod', 'obj', 'adp', 'det', 'adpmod', 'advmod', 'nsubj', 'cc', 'det', 'conj', 'punct']	['Cole', 'descarta', 'descarta', '.', 'descarta', 'jugar', 'Liga', 'en', 'Liga', 'descarta', 'equipos', 'equipos', 'son', 'ejecutar', 'ejecutar', 'equipos', 'fichaje', 'ejecutar', 'descarta', 'Madrid', 'Madrid', 'son', 'Madrid', 'o', 'FC', 'Madrid', 'FC', 'son', 'Madrid', 'son', 'situados', 'los', 'situados', 'descarta', 'descarta', 'quiere', 'es', 'quiere', 'años', 'estar', 'estar', 'fuera', 'League', 'League', 'fuera', 'fuera', 'concreto', 'de', 'fuera', 'de', 'sufre', 'Londres', 'sufre', 'prensa', 'prensa', 'acoso', 'sufre', 'sufre', 'el', 'mujer', 'el', 'descarta']
96	"Este político de mano dura que se indigna cuando alguien le recuerda su pasado, dice que hay que construir una Alianza pero que"" sea diferente a la que fracasó"" ... aunque se construya con casi los mismos actores y sin más premisa que meter a todos en la misma bolsa"" sin distingos ideológicos""( el caballito de moda entre la derecha pseudo- pragmática); "	['det', 'nsubj', 'adpmod', 'adpobj', 'amod', 'nsubj', 'prt', 'rcmod', 'mark', 'nsubj', 'obj', 'advcl', 'det', 'obj', 'punct', 'ROOT', 'mark', 'aux', 'mwe', 'ccomp', 'det', 'obj', 'cc', 'nsubj', 'punct', 'conj', 'acomp', 'adpmod', 'adpobj', 'nsubj', 'rcmod', 'punct', 'punct', 'mark', 'prt', 'advcl', 'adpmod', 'advmod', 'det', 'amod', 'adpobj', 'cc', 'conj', 'advmod', 'adpobj', 'adpmod', 'acl', 'adp', 'obj', 'adpmod', 'det', 'amod', 'adpobj', 'punct', 'adpmod', 'adpobj', 'amod', 'punct', 'punct', 'det', 'parataxis', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'dep', 'punct', 'amod', 'punct', 'punct']	['político', 'dice', 'político', 'de', 'mano', 'indigna', 'indigna', 'político', 'recuerda', 'recuerda', 'recuerda', 'indigna', 'pasado', 'recuerda', 'dice', ';', 'construir', 'construir', 'hay', 'dice', 'Alianza', 'construir', 'construir', 'sea', 'sea', 'construir', 'sea', 'diferente', 'a', 'fracasó', 'la', 'sea', 'construir', 'construya', 'construya', 'dice', 'construya', 'mismos', 'actores', 'actores', 'con', 'con', 'con', 'premisa', 'sin', 'más', 'que', 'todos', 'meter', 'meter', 'bolsa', 'bolsa', 'en', 'sin', 'meter', 'sin', 'distingos', 'sin', 'caballito', 'caballito', 'meter', 'caballito', 'de', 'moda', 'derecha', 'entre', 'pragmática', 'pragmática', 'derecha', 'caballito', 'dice']
97	Mientras el militante de izquierdas agredido se dedica a construir organización en su facultad, participando activamente en la asociación UEP- ei, ya crear tejido vecinal en su barrio, los agresores de extrema derecha vuelven a demostrar lo único que saben hacer: pegar, ejercer la violencia mientras intentan insertar en la sociedad su mensaje de odio. 	['mark', 'det', 'nsubj', 'adpmod', 'adpobj', 'partmod', 'prt', 'advcl', 'adpmod', 'acl', 'obj', 'adpmod', 'det', 'adpobj', 'punct', 'partmod', 'advmod', 'adpmod', 'det', 'adpobj', 'appos', 'punct', 'compmod', 'punct', 'cc', 'conj', 'obj', 'amod', 'adpmod', 'det', 'adpobj', 'punct', 'det', 'nsubj', 'adpmod', 'amod', 'adpobj', 'aux', 'mwe', 'ROOT', 'det', 'obj', 'rel', 'rcmod', 'xcomp', 'punct', 'parataxis', 'punct', 'conj', 'det', 'obj', 'mark', 'advcl', 'xcomp', 'adpmod', 'det', 'adpobj', 'det', 'obj', 'adpmod', 'adpobj', 'punct']	['dedica', 'militante', 'dedica', 'militante', 'de', 'militante', 'dedica', 'demostrar', 'dedica', 'a', 'construir', 'construir', 'facultad', 'en', 'participando', 'construir', 'participando', 'participando', 'asociación', 'en', 'asociación', 'UEP', 'UEP', 'participando', 'construir', 'construir', 'crear', 'tejido', 'crear', 'barrio', 'en', 'dedica', 'agresores', 'demostrar', 'agresores', 'derecha', 'de', 'demostrar', 'vuelven', '.', 'único', 'demostrar', 'hacer', 'único', 'saben', 'hacer', 'hacer', 'pegar', 'pegar', 'violencia', 'ejercer', 'intentan', 'pegar', 'intentan', 'insertar', 'sociedad', 'en', 'mensaje', 'insertar', 'mensaje', 'de', 'demostrar']
98	El Lille podría estar fuera porque el jugador no quiere moverse de España dado que no tiene intención de emigrar a un país distinto ya un campeonato menor. 	['det', 'nsubj', 'aux', 'ROOT', 'advmod', 'mark', 'det', 'nsubj', 'advmod', 'advcl', 'xcomp', 'adpmod', 'adpobj', 'mark', 'mwe', 'advmod', 'advcl', 'obj', 'adpmod', 'acl', 'adpmod', 'det', 'adpobj', 'amod', 'cc', 'det', 'conj', 'amod', 'punct']	['Lille', 'estar', 'estar', '.', 'estar', 'quiere', 'jugador', 'quiere', 'quiere', 'estar', 'quiere', 'moverse', 'de', 'tiene', 'dado', 'tiene', 'quiere', 'tiene', 'intención', 'de', 'emigrar', 'país', 'a', 'país', 'a', 'campeonato', 'a', 'campeonato', 'estar']
99	NH Hoteles tiene 394 hoteles con 58.982 habitaciones en 25 países de Europa, América y África. 	['nsubj', 'compmod', 'ROOT', 'num', 'obj', 'adpmod', 'num', 'adpobj', 'adpmod', 'num', 'adpobj', 'adpmod', 'adpobj', 'punct', 'conj', 'cc', 'conj', 'punct']	['tiene', 'NH', '.', 'hoteles', 'tiene', 'hoteles', 'habitaciones', 'con', 'tiene', 'países', 'en', 'países', 'de', 'Europa', 'Europa', 'Europa', 'Europa', 'tiene']
100	""" Hay una especulación permanente, pero yo soy partidario de recomendarle a todo el mundo que no nos liemos con los comunicados de ETA"", añade, antes de recordar que ha habido muchos otros comunicados y la banda terrorista siempre ha engañado. "	['punct', 'ccomp', 'det', 'obj', 'amod', 'punct', 'cc', 'nsubj', 'conj', 'acomp', 'adpmod', 'acl', 'adp', 'det', 'det', 'obj', 'mark', 'advmod', 'prt', 'ccomp', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'punct', 'punct', 'ROOT', 'punct', 'adpmod', 'mwe', 'acl', 'mark', 'aux', 'ccomp', 'det', 'amod', 'obj', 'cc', 'det', 'nsubj', 'amod', 'advmod', 'aux', 'conj', 'punct']	['Hay', 'añade', 'especulación', 'Hay', 'especulación', 'Hay', 'Hay', 'soy', 'Hay', 'soy', 'partidario', 'de', 'mundo', 'mundo', 'mundo', 'recomendarle', 'liemos', 'liemos', 'liemos', 'recomendarle', 'liemos', 'comunicados', 'con', 'comunicados', 'de', 'Hay', 'añade', '.', 'añade', 'añade', 'antes', 'antes', 'habido', 'habido', 'recordar', 'comunicados', 'comunicados', 'habido', 'habido', 'banda', 'engañado', 'banda', 'engañado', 'engañado', 'habido', 'añade']
101	Los cambios se produjeron a pocos días de que efectivos policiales mataran durante operativos de contención a dos jóvenes en un aparente intento de saqueo a un tren de carga descarrilado en José León Suárez. 	['det', 'nsubj', 'prt', 'ROOT', 'adpmod', 'det', 'adpobj', 'adpmod', 'mark', 'nsubj', 'amod', 'acl', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'adp', 'num', 'obj', 'adpmod', 'det', 'amod', 'adpobj', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'partmod', 'adpmod', 'compmod', 'adpobj', 'compmod', 'punct']	['cambios', 'produjeron', 'produjeron', '.', 'produjeron', 'días', 'a', 'días', 'mataran', 'mataran', 'efectivos', 'de', 'mataran', 'durante', 'operativos', 'de', 'jóvenes', 'jóvenes', 'mataran', 'mataran', 'intento', 'intento', 'en', 'intento', 'de', 'saqueo', 'tren', 'a', 'tren', 'de', 'tren', 'descarrilado', 'León', 'en', 'León', 'produjeron']
102	La joven, cuyo nombre no fue desvelado, fue trasladada a un centro hospitalario de la ciudad de los canales, donde fue atendida de las contusiones sufridas por las que, según los médicos, necesitará un periodo de recuperación de diez días. 	['det', 'nsubjpass', 'punct', 'det', 'nsubjpass', 'advmod', 'auxpass', 'rcmod', 'punct', 'auxpass', 'ROOT', 'adpmod', 'det', 'adpobj', 'amod', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'adpobj', 'punct', 'rel', 'auxpass', 'rcmod', 'adpmod', 'det', 'adpobj', 'partmod', 'rel', 'det', 'adpobj', 'punct', 'adpmod', 'det', 'adpobj', 'punct', 'rcmod', 'det', 'obj', 'adpmod', 'adpobj', 'adpmod', 'num', 'adpobj', 'punct']	['joven', 'trasladada', 'desvelado', 'nombre', 'desvelado', 'desvelado', 'desvelado', 'joven', 'desvelado', 'trasladada', '.', 'trasladada', 'centro', 'a', 'centro', 'centro', 'ciudad', 'de', 'ciudad', 'canales', 'de', 'atendida', 'atendida', 'atendida', 'centro', 'atendida', 'contusiones', 'de', 'contusiones', 'necesitará', 'que', 'por', 'según', 'necesitará', 'médicos', 'según', 'según', 'contusiones', 'periodo', 'necesitará', 'periodo', 'de', 'periodo', 'días', 'de', 'trasladada']
103	"Asimismo, la profesora explicó que la reforma del código de familia y la posición de la mujer en Marruecos, que llevó a cabo el Rey Hassan II, recogía varias reformas importantes, entre ellas"" la del código de la familia que ha llevado a situar a la mujer en un papel fundamental"" en la sociedad marroquí, que no es más que una continuidad de la reforma que se comenzó en 1993, con la campaña de un millón de firmas para la reforma de la' Mudawana'( Unión de acción femenina). "	['advmod', 'punct', 'det', 'nsubj', 'ROOT', 'mark', 'det', 'nsubj', 'adpmod', 'adpobj', 'adpmod', 'adpobj', 'cc', 'det', 'conj', 'adpmod', 'det', 'adpobj', 'adpmod', 'adpobj', 'punct', 'rel', 'rcmod', 'adpmod', 'adpobj', 'det', 'nsubj', 'appos', 'num', 'punct', 'ccomp', 'det', 'obj', 'amod', 'punct', 'adpmod', 'adpobj', 'punct', 'appos', 'adpmod', 'adpobj', 'adpmod', 'det', 'adpobj', 'nsubj', 'aux', 'rcmod', 'adpmod', 'acl', 'adp', 'det', 'obj', 'adpmod', 'det', 'adpobj', 'amod', 'punct', 'adpmod', 'det', 'adpobj', 'amod', 'punct', 'nsubj', 'advmod', 'rcmod', 'advmod', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'adpobj', 'nsubj', 'prt', 'rcmod', 'adpmod', 'adpobj', 'punct', 'adpmod', 'det', 'adpobj', 'adpmod', 'num', 'num', 'adp', 'adpobj', 'adpmod', 'det', 'adpobj', 'adpmod', 'det', 'punct', 'adpobj', 'punct', 'punct', 'appos', 'adpmod', 'adpobj', 'amod', 'punct', 'punct']	['explicó', 'Asimismo', 'profesora', 'explicó', '.', 'recogía', 'reforma', 'recogía', 'reforma', 'del', 'código', 'de', 'código', 'posición', 'código', 'posición', 'mujer', 'de', 'posición', 'en', 'llevó', 'llevó', 'reforma', 'llevó', 'a', 'Rey', 'llevó', 'Rey', 'Hassan', 'llevó', 'explicó', 'reformas', 'recogía', 'reformas', 'la', 'la', 'entre', 'la', 'reformas', 'la', 'del', 'código', 'familia', 'de', 'llevado', 'llevado', 'la', 'llevado', 'a', 'mujer', 'mujer', 'situar', 'situar', 'papel', 'en', 'papel', 'la', 'papel', 'sociedad', 'en', 'sociedad', 'es', 'es', 'es', 'la', 'es', 'más', 'continuidad', 'que', 'continuidad', 'reforma', 'de', 'comenzó', 'comenzó', 'reforma', 'comenzó', 'en', 'con', 'comenzó', 'campaña', 'con', 'campaña', 'millón', 'firmas', 'millón', 'de', 'firmas', 'reforma', 'para', 'reforma', 'Mudawana', 'Mudawana', 'de', 'Mudawana', 'Unión', 'Mudawana', 'Unión', 'de', 'acción', 'Unión', 'explicó']
